transaction_id,customer_id,amount,direction,payee,mcc,category,lat,lng,device_id,ts,status,fraud_score,fraud_type,fraud_reason,is_new_payee,distance_from_previous_km,transactions_last_2m,transactions_last_1h,transactions_last_24h,hour_ist,is_night,same_device,velocity_2m,account_balance_before,account_balance_after
txn-0006-0018,customer-0006,620,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-14T09:44:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,42000,42000
txn-0006-0019,customer-0006,635,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0006,2026-08-13T10:49:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,42000,42000
txn-0007-0000,customer-0007,28000,credit,Salary,,SALARY,23.0225,72.5714,device-0007,2026-09-01T10:21:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,24000,24000
txn-0007-0001,customer-0007,365,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-31T09:31:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,24000,24000
txn-0007-0002,customer-0007,380,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-30T09:41:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,24000,24000
txn-0007-0003,customer-0007,395,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-29T13:54:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,24000,24000
txn-0007-0004,customer-0007,410,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-28T09:25:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,24000,24000
txn-0007-0005,customer-0007,425,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-27T13:16:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,24000,24000
txn-0007-0006,customer-0007,440,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-26T10:58:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,24000,24000
txn-0007-0007,customer-0007,455,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-25T12:10:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,24000,24000
txn-0007-0008,customer-0007,470,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-24T11:24:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,24000,24000
txn-0007-0009,customer-0007,6200,debit,Emi,,EMI,23.0225,72.5714,device-0007,2026-08-23T09:47:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,24000,24000
txn-0007-0010,customer-0007,500,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-22T10:56:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,24000,24000
txn-0007-0011,customer-0007,515,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-21T13:16:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,24000,24000
txn-0007-0012,customer-0007,530,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-20T12:01:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,24000,24000
txn-0007-0013,customer-0007,545,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-19T09:38:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,24000,24000
txn-0007-0014,customer-0007,560,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-18T13:00:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,24000,24000
txn-0007-0015,customer-0007,575,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-17T11:32:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,24000,24000
txn-0007-0016,customer-0007,590,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-16T13:12:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,24000,24000
txn-0007-0017,customer-0007,605,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-15T11:04:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,24000,24000
txn-0007-0018,customer-0007,620,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-14T10:38:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,24000,24000
txn-0007-0019,customer-0007,635,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0007,2026-08-13T11:31:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,24000,24000
txn-0008-0000,customer-0008,28000,credit,Salary,,SALARY,23.0225,72.5714,device-0008,2026-09-01T10:29:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,0,0
txn-0008-0001,customer-0008,365,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-31T12:25:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,0,0
txn-0008-0002,customer-0008,380,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-30T11:24:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,0,0
txn-0008-0003,customer-0008,395,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-29T10:17:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,0,0
txn-0008-0004,customer-0008,410,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-28T11:27:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,0,0
txn-0008-0005,customer-0008,425,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-27T12:30:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,0,0
txn-0008-0006,customer-0008,440,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-26T10:39:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,0,0
txn-0008-0007,customer-0008,455,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-25T13:59:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,0,0
txn-0008-0008,customer-0008,470,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-24T11:17:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,0,0
txn-0008-0009,customer-0008,6200,debit,Emi,,EMI,23.0225,72.5714,device-0008,2026-08-23T10:56:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,15,False,True,0,0,0
txn-0008-0010,customer-0008,500,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-22T11:34:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,0,0
txn-0008-0011,customer-0008,515,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-21T09:42:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,0,0
txn-0008-0012,customer-0008,530,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-20T12:48:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,0,0
txn-0008-0013,customer-0008,545,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-19T11:32:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,0,0
txn-0008-0014,customer-0008,560,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-18T12:06:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,0,0
txn-0008-0015,customer-0008,575,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-17T13:24:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,18,False,True,0,0,0
txn-0008-0016,customer-0008,590,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-16T11:04:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,16,False,True,0,0,0
txn-0008-0017,customer-0008,605,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-15T12:42:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,0,0
txn-0008-0018,customer-0008,620,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-14T09:15:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,14,False,True,0,0,0
txn-0008-0019,customer-0008,635,debit,Upi_Grocery,,UPI_GROCERY,23.0225,72.5714,device-0008,2026-08-13T12:44:00+00:00,posted,0.04,NONE,normal seeded activity,False,0.0,0,0,1,17,False,True,0,0,0
